Date,Number1,Number2,Number3,Number4,Number5
"03
51
52
61
64
06
POWER PLAY X02",5,1,"$40,000,000",0*,$0
"04
08
19
27
34
10
POWER PLAY X02",5,1,"$1,500,000,000",3*,"$1,500,000,000"
"16
19
32
34
57
13
POWER PLAY X03",5,1,"$900,000,000",0*,$0
"02
11
47
62
63
17
POWER PLAY X03",5,1,"$500,000,000",0*,$0
"05
06
15
29
42
10
POWER PLAY X02",5,1,"$334,000,000",0*,$0
"28
36
41
51
58
24
POWER PLAY X02",5,1,"$384,000,000",0*,$0
"03
09
16
56
60
03
POWER PLAY X03",5,1,"$337,000,000",0*,$0
"01
03
13
15
44
25
POWER PLAY X02",5,1,"$300,000,000",0*,$0
"01
20
61
64
69
20
POWER PLAY X02",5,1,"$269,000,000",0*,$0
"09
35
37
50
63
11
POWER PLAY X02",5,1,"$250,000,000",0*,$0
"02
24
28
51
58
07
POWER PLAY X03",5,1,"$229,000,000",0*,$0
"25
36
37
55
60
06
POWER PLAY X05",5,1,"$212,000,000",0*,$0
"19
20
50
55
62
09
POWER PLAY X02",5,1,"$193,000,000",0*,$0
"28
30
32
36
58
06
POWER PLAY X03",5,1,"$177,000,000",0*,$0
"24
26
28
59
63
16
POWER PLAY X03",5,1,"$163,000,000",0*,$0
"08
13
27
53
54
04
POWER PLAY X02",5,1,"$149,000,000",0*,$0
"35
37
46
51
61
13
POWER PLAY X02",5,1,"$134,000,000",0*,$0
"17
28
31
32
39
26
POWER PLAY X03",5,1,"$119,000,000",0*,$0
"23
32
44
48
50
25
POWER PLAY X02",5,1,"$103,000,000",0*,$0
"04
06
16
30
56
18
POWER PLAY X02",5,1,"$90,000,000",0*,$0
"12
14
20
21
34
22
POWER PLAY X02",5,1,"$75,000,000",0*,$0
"12
14
26
48
51
13
POWER PLAY X03",5,1,"$64,000,000",0*,$0
"03
06
19
26
44
01
POWER PLAY X02",5,1,"$52,000,000",0*,$0
"27
35
38
57
66
10
POWER PLAY X02",5,1,"$40,000,000",0*,$0
"18
22
29
54
57
08
POWER PLAY X03",5,1,"$191,100,000",1*,"$191,100,000"
"14
41
42
45
69
04
POWER PLAY X02",5,1,"$173,000,000",0*,$0
"30
49
54
66
69
08
POWER PLAY X02",5,1,"$156,000,000",0*,$0
"32
37
56
66
69
11
POWER PLAY X03",5,1,"$143,000,000",0*,$0
"01
03
13
19
69
23
POWER PLAY X02",5,1,"$128,000,000",0*,$0
"10
49
61
63
65
07
POWER PLAY X02",5,1,"$112,000,000",0*,$0
"22
23
62
63
66
24
POWER PLAY X02",5,1,"$94,000,000",0*,$0
"08
12
25
41
64
15
POWER PLAY X03",5,1,"$80,000,000",0*,$0
"08
10
21
23
25
22
POWER PLAY X03",5,1,"$66,000,000",0*,$0
"24
45
55
56
57
19
POWER PLAY X02",5,1,"$53,000,000",0*,$0
"39
48
53
67
68
26
POWER PLAY X03",5,1,"$40,000,000",0*,$0
"17
18
24
25
31
24
POWER PLAY X02",5,1,"$132,000,000",1*,"$132,000,000"
"17
24
35
57
63
19
POWER PLAY X03",5,1,"$115,000,000",0*,$0
"06
20
29
57
59
22
POWER PLAY X02",5,1,"$102,000,000",0*,$0
"08
14
32
58
67
17
POWER PLAY X03",5,1,"$83,000,000",0*,$0
"06
21
41
52
62
26
POWER PLAY X02",5,1,"$68,000,000",0*,$0
"19
28
43
67
69
07
POWER PLAY X02",5,1,"$53,000,000",0*,$0
"07
15
32
38
66
15
POWER PLAY X02",5,1,"$40,000,000",0*,$0
"06
07
16
23
26
04
POWER PLAY X04",5,1,"$758,700,000",1*,"$758,700,000"
"17
19
39
43
68
13
POWER PLAY X04",5,1,"$535,000,000",0*,$0
"09
15
43
60
64
04
POWER PLAY X03",5,1,"$430,000,000",0*,$0
"20
24
26
35
49
19
POWER PLAY X02",5,1,"$356,000,000",0*,$0
"12
30
36
47
62
09
POWER PLAY X04",5,1,"$307,000,000",0*,$0
"11
21
28
33
45
11
POWER PLAY X02",5,1,"$286,000,000",0*,$0
"01
16
54
63
69
18
POWER PLAY X03",5,1,"$261,000,000",0*,$0
"01
28
40
45
48
12
POWER PLAY X02",5,1,"$239,000,000",0*,$0
"07
19
21
42
69
12
POWER PLAY X02",5,1,"$220,000,000",0*,$0
"05
32
44
53
60
09
POWER PLAY X03",5,1,"$205,000,000",0*,$0
"50
51
59
61
63
04
POWER PLAY X05",5,1,"$187,000,000",0*,$0
"09
40
63
64
66
17
POWER PLAY X02",5,1,"$172,000,000",0*,$0
"01
02
18
23
61
09
POWER PLAY X02",5,1,"$155,000,000",0*,$0
"08
10
29
40
59
26
POWER PLAY X02",5,1,"$140,000,000",0*,$0
"04
09
16
54
68
21
POWER PLAY X02",5,1,"$121,000,000",0*,$0
"19
42
45
48
53
16
POWER PLAY X03",5,1,"$106,000,000",0*,$0
"29
37
46
53
68
08
POWER PLAY X02",5,1,"$92,000,000",0*,$0
"10
22
32
36
58
10
POWER PLAY X04",5,1,"$79,000,000",0*,$0
"14
46
61
65
68
13
POWER PLAY X02",5,1,"$64,000,000",0*,$0
"10
13
32
53
62
21
POWER PLAY X02",5,1,"$52,000,000",0*,$0
"05
22
43
57
63
24
POWER PLAY X02",5,1,"$40,000,000",0*,$0
"20
26
32
38
58
03
POWER PLAY X02",5,1,"$447,800,000",1*,"$447,800,000"
"05
21
57
66
69
13
POWER PLAY X03",5,1,"$375,000,000",0*,$0
"03
09
21
41
54
25
POWER PLAY X04",5,1,"$337,000,000",0*,$0
"04
33
39
46
60
06
POWER PLAY X02",5,1,"$302,000,000",0*,$0
"05
10
28
55
67
09
POWER PLAY X03",5,1,"$275,000,000",0*,$0
"28
32
33
38
62
15
POWER PLAY X02",5,1,"$250,000,000",0*,$0
"05
22
45
47
54
03
POWER PLAY X02",5,1,"$228,000,000",0*,$0
"04
11
39
45
48
09
POWER PLAY X03",5,1,"$204,000,000",0*,$0
"17
20
32
63
68
19
POWER PLAY X05",5,1,"$184,000,000",0*,$0
"29
31
46
56
62
08
POWER PLAY X02",5,1,"$165,000,000",0*,$0
"11
21
31
41
59
21
POWER PLAY X03",5,1,"$147,000,000",0*,$0
"17
18
49
59
66
09
POWER PLAY X02",5,1,"$130,000,000",0*,$0
"22
23
24
45
62
05
POWER PLAY X02",5,1,"$113,000,000",0*,$0
"01
15
18
26
51
26
POWER PLAY X04",5,1,"$100,000,000",0*,$0
"21
39
41
48
63
06
POWER PLAY X03",5,1,"$90,000,000",0*,$0
"01
19
37
40
52
15
POWER PLAY X03",5,1,"$80,000,000",0*,$0
"05
22
26
45
61
13
POWER PLAY X03",5,1,"$70,000,000",0*,$0
"08
14
61
63
68
24
POWER PLAY X02",5,1,"$60,000,000",0*,$0
"23
36
51
53
60
15
POWER PLAY X02",5,1,"$50,000,000",0*,$0
"08
20
46
53
54
13
POWER PLAY X02",5,1,"$40,000,000",0*,$0
"09
32
36
44
65
01
POWER PLAY X03",5,1,"$60,000,000",1*,"$60,000,000"
"08
15
31
36
62
11
POWER PLAY X03",5,1,"$50,000,000",0*,$0
"18
31
32
45
48
16
POWER PLAY X04",5,1,"$40,000,000",0*,$0
"02
09
27
29
42
09
POWER PLAY X02",5,1,"$155,200,000",1*,"$155,200,000"
"13
25
44
54
67
05
POWER PLAY X03",5,1,"$141,000,000",0*,$0
"16
30
41
48
53
16
POWER PLAY X03",5,1,"$123,000,000",0*,$0
"01
26
41
50
57
11
POWER PLAY X02",5,1,"$104,000,000",0*,$0
"23
33
42
46
59
04
POWER PLAY X02",5,1,"$85,000,000",0*,$0
"02
18
19
22
63
19
POWER PLAY X03",5,1,"$68,000,000",0*,$0
"10
16
40
52
55
17
POWER PLAY X10",5,1,"$53,000,000",0*,$0
"06
32
47
62
65
19
POWER PLAY X02",5,1,"$40,000,000",0*,$0
"10
13
28
52
61
02
POWER PLAY X02",5,1,"$403,000,000",1*,"$403,000,000"
"03
07
09
31
33
20
POWER PLAY X03",5,1,"$349,000,000",0*,$0
"05
28
33
38
42
19
POWER PLAY X02",5,1,"$310,000,000",0*,$0
"05
09
17
37
64
02
POWER PLAY X02",5,1,"$285,000,000",0*,$0
"14
20
42
49
66
05
POWER PLAY X02",5,1,"$255,000,000",0*,$0
"06
13
16
17
52
25
POWER PLAY X03",5,1,"$229,000,000",0*,$0
"09
43
57
60
64
10
POWER PLAY X02",5,1,"$206,000,000",0*,$0
"12
20
39
49
69
17
POWER PLAY X02",5,1,"$187,000,000",0*,$0
"18
28
62
66
68
22
POWER PLAY X02",5,1,"$170,000,000",0*,$0
"23
25
45
52
67
02
POWER PLAY X02",5,1,"$153,000,000",0*,$0
"09
40
41
53
58
12
POWER PLAY X02",5,1,"$135,000,000",0*,$0
"23
55
59
64
69
13
POWER PLAY X05",5,1,"$121,000,000",0*,$0
"01
03
13
16
43
24
POWER PLAY X02",5,1,"$106,000,000",0*,$0
"03
12
24
37
63
10
POWER PLAY X02",5,1,"$94,000,000",0*,$0
"16
17
29
41
42
04
POWER PLAY X03",5,1,"$80,000,000",0*,$0
"12
42
51
53
62
25
POWER PLAY X02",5,1,"$40,000,000",0*,$0
"05
25
38
52
67
24
POWER PLAY X02",5,1,"$298,300,000",1*,"$298,300,000"
"21
28
30
40
59
26
POWER PLAY X03",5,1,"$281,000,000",0*,$0
"15
29
31
37
43
16
POWER PLAY X02",5,1,"$262,000,000",0*,$0
"08
38
43
52
55
17
POWER PLAY X03",5,1,"$246,000,000",0*,$0
"04
09
21
29
64
26
POWER PLAY X02",5,1,"$230,000,000",0*,$0
"14
32
34
46
61
10
POWER PLAY X02",5,1,"$217,000,000",0*,$0
"09
11
36
37
38
11
POWER PLAY X05",5,1,"$200,000,000",0*,$0
"10
11
47
55
58
26
POWER PLAY X02",5,1,"$183,000,000",0*,$0
"04
19
59
68
69
21
POWER PLAY X02",5,1,"$171,000,000",0*,$0
"11
33
51
56
58
18
POWER PLAY X02",5,1,"$155,000,000",0*,$0
"07
14
23
38
55
18
POWER PLAY X02",5,1,"$139,000,000",0*,$0
"06
08
20
52
68
05
POWER PLAY X02",5,1,"$124,000,000",0*,$0
"07
42
49
62
69
23
POWER PLAY X05",5,1,"$107,000,000",0*,$0
"05
29
34
53
57
24
POWER PLAY X02",5,1,"$92,000,000",0*,$0
"26
28
34
42
50
25
POWER PLAY X02",5,1,"$71,000,000",0*,$0
"15
21
24
32
65
11
POWER PLAY X03",5,1,"$53,000,000",0*,$0
"07
25
39
40
47
20
POWER PLAY X03",5,1,"$40,000,000",0*,$0
"08
12
13
19
27
04
POWER PLAY X03",5,1,"$750,000,000",2*,"$750,000,000"
"03
21
45
53
56
22
POWER PLAY X02",5,1,"$620,000,000",0*,$0
"16
54
57
62
69
23
POWER PLAY X02",5,1,"$470,000,000",0*,$0
"03
57
64
68
69
15
POWER PLAY X03",5,1,"$345,000,000",0*,$0
"11
14
32
43
65
15
POWER PLAY X03",5,1,"$314,000,000",0*,$0
"08
23
27
42
60
07
POWER PLAY X03",5,1,"$282,000,000",0*,$0
"01
22
27
53
67
15
POWER PLAY X03",5,1,"$253,000,000",0*,$0
"41
53
59
63
66
03
POWER PLAY X03",5,1,"$229,000,000",0*,$0
"09
17
34
59
64
22
POWER PLAY X02",5,1,"$213,000,000",0*,$0
"01
02
07
30
50
08
POWER PLAY X05",5,1,"$193,000,000",0*,$0
"24
61
63
64
69
18
POWER PLAY X05",5,1,"$178,000,000",0*,$0
"04
39
48
50
51
11
POWER PLAY X03",5,1,"$163,000,000",0*,$0
"02
18
19
24
34
03
POWER PLAY X03",5,1,"$147,000,000",0*,$0
"06
28
48
63
64
24
POWER PLAY X02",5,1,"$132,000,000",0*,$0
"03
13
20
32
33
21
POWER PLAY X03",5,1,"$114,000,000",0*,$0
"06
15
50
59
60
13
POWER PLAY X02",5,1,"$100,000,000",0*,$0
"11
54
55
61
66
09
POWER PLAY X03",5,1,"$90,000,000",0*,$0
"25
41
53
57
67
12
POWER PLAY X02",5,1,"$80,000,000",0*,$0
"20
25
54
57
63
08
POWER PLAY X02",5,1,"$70,000,000",0*,$0
"01
07
45
47
69
13
POWER PLAY X02",5,1,"$60,000,000",0*,$0
"24
34
52
61
67
16
POWER PLAY X03",5,1,"$50,000,000",0*,$0
"12
15
28
47
48
16
POWER PLAY X02",5,1,"$40,000,000",0*,$0
"05
43
56
62
68
24
POWER PLAY X02",5,1,"$245,600,000",1*,"$245,600,000"
"10
21
30
43
63
17
POWER PLAY X02",5,1,"$223,000,000",0*,$0
"03
11
38
44
58
02
POWER PLAY X04",5,1,"$203,000,000",0*,$0
"05
22
32
38
58
26
POWER PLAY X02",5,1,"$187,000,000",0*,$0
"22
27
46
56
65
13
POWER PLAY X02",5,1,"$168,000,000",0*,$0
"02
18
41
44
64
26
POWER PLAY X02",5,1,"$147,000,000",0*,$0
"09
23
56
58
68
01
POWER PLAY X02",5,1,"$130,000,000",0*,$0
"01
10
27
28
36
12
POWER PLAY X02",5,1,"$110,000,000",0*,$0
"22
41
42
49
67
11
POWER PLAY X03",5,1,"$100,000,000",0*,$0
"19
21
27
46
47
07
POWER PLAY X04",5,1,"$90,000,000",0*,$0
"01
10
43
45
64
22
POWER PLAY X03",5,1,"$80,000,000",0*,$0
"04
07
15
41
44
10
POWER PLAY X02",5,1,"$70,000,000",0*,$0
"03
09
20
42
61
24
POWER PLAY X02",5,1,"$60,000,000",0*,$0
"07
28
37
62
63
15
POWER PLAY X02",5,1,"$50,000,000",0*,$0
"16
29
43
45
56
25
POWER PLAY X02",5,1,"$40,000,000",0*,$0
"04
14
23
27
56
13
POWER PLAY X02",5,1,"$150,400,000",1*,"$150,400,000"
"09
45
57
58
65
09
POWER PLAY X02",5,1,"$137,000,000",0*,$0
"13
20
38
45
55
01
POWER PLAY X02",5,1,"$121,000,000",0*,$0
"06
10
15
25
36
14
POWER PLAY X03",5,1,"$105,000,000",0*,$0
"23
28
41
53
56
14
POWER PLAY X03",5,1,"$87,000,000",0*,$0
"23
25
37
44
64
07
POWER PLAY X04",5,1,"$74,000,000",0*,$0
"17
23
26
46
68
20
POWER PLAY X02",5,1,"$60,000,000",0*,$0
"01
21
31
45
49
21
POWER PLAY X02",5,1,"$50,000,000",0*,$0
"20
54
56
61
64
07
POWER PLAY X04",5,1,"$40,000,000",0*,$0
"03
06
09
17
56
25
POWER PLAY X03",5,1,"$315,300,000",1*,"$315,300,000"
"17
19
21
22
51
19
POWER PLAY X02",5,1,"$280,000,000",0*,$0
"22
42
45
55
56
14
POWER PLAY X03",5,1,"$257,000,000",0*,$0
"11
16
38
50
69
19
POWER PLAY X02",5,1,"$233,000,000",0*,$0
"14
29
36
57
61
17
POWER PLAY X04",5,1,"$215,000,000",0*,$0
"05
14
31
40
50
06
POWER PLAY X02",5,1,"$195,000,000",0*,$0
"20
22
28
45
50
08
POWER PLAY X05",5,1,"$177,000,000",0*,$0
"17
18
39
56
64
12
POWER PLAY X03",5,1,"$158,000,000",0*,$0
"40
50
54
62
69
19
POWER PLAY X02",5,1,"$142,000,000",0*,$0
"09
10
12
17
23
09
POWER PLAY X02",5,1,"$122,000,000",0*,$0
"17
19
26
61
62
15
POWER PLAY X02",5,1,"$106,000,000",0*,$0
"16
18
27
55
67
18
POWER PLAY X03",5,1,"$89,000,000",0*,$0
"02
17
20
38
39
20
POWER PLAY X02",5,1,"$74,000,000",0*,$0
"08
24
42
54
64
24
POWER PLAY X04",5,1,"$60,000,000",0*,$0
"08
24
52
55
61
21
POWER PLAY X03",5,1,"$50,000,000",0*,$0
"06
08
26
52
53
21
POWER PLAY X02",5,1,"$40,000,000",0*,$0
"10
33
45
53
56
24
POWER PLAY X03",5,1,"$55,900,000",1*,"$55,900,000"
"03
04
18
29
61
25
POWER PLAY X02",5,1,"$40,000,000",0*,$0
"22
57
59
60
66
07
POWER PLAY X02",5,1,"$455,000,000",1*,"$455,000,000"
"06
12
24
41
68
09
POWER PLAY X03",5,1,"$420,000,000",0*,$0
"43
44
54
61
69
22
POWER PLAY X03",5,1,"$385,000,000",0*,$0
"06
13
19
36
51
18
POWER PLAY X02",5,1,"$348,000,000",0*,$0
"13
17
25
36
40
05
POWER PLAY X02",5,1,"$321,000,000",0*,$0
"12
30
59
65
69
16
POWER PLAY X05",5,1,"$293,000,000",0*,$0
"24
25
38
62
63
06
POWER PLAY X02",5,1,"$269,000,000",0*,$0
"07
15
31
34
36
08
POWER PLAY X03",5,1,"$246,000,000",0*,$0
"13
26
39
44
62
02
POWER PLAY X03",5,1,"$223,000,000",0*,$0
"37
39
44
46
69
26
POWER PLAY X02",5,1,"$203,000,000",0*,$0
"01
13
27
41
59
20
POWER PLAY X05",5,1,"$184,000,000",0*,$0
"23
34
35
40
47
10
POWER PLAY X02",5,1,"$165,000,000",0*,$0
"15
23
27
48
53
06
POWER PLAY X02",5,1,"$145,000,000",0*,$0
"04
07
14
46
59
22
POWER PLAY X10",5,1,"$127,000,000",0*,$0
"17
21
26
47
54
07
POWER PLAY X02",5,1,"$112,000,000",0*,$0
"05
09
11
33
64
21
POWER PLAY X03",5,1,"$92,000,000",0*,$0
"26
28
47
49
58
03
POWER PLAY X04",5,1,"$78,000,000",0*,$0
"03
33
37
51
57
21
POWER PLAY X02",5,1,"$62,000,000",0*,$0
"14
25
35
58
69
24
POWER PLAY X02",5,1,"$50,000,000",0*,$0
"07
24
33
49
50
04
POWER PLAY X05",5,1,"$40,000,000",0*,$0
"12
29
30
33
61
26
POWER PLAY X03",5,1,"$570,000,000",1*,"$570,000,000"
"02
18
37
39
42
12
POWER PLAY X03",5,1,"$460,000,000",0*,$0
"20
23
39
59
60
18
POWER PLAY X02",5,1,"$200,000,000",0*,$0
"02
04
16
30
46
20
POWER PLAY X02",5,1,"$183,000,000",0*,$0
"19
31
35
50
67
14
POWER PLAY X02",5,1,"$171,000,000",0*,$0
"14
18
26
39
68
09
POWER PLAY X02",5,1,"$160,000,000",0*,$0
"03
06
12
32
64
19
POWER PLAY X03",5,1,"$150,000,000",0*,$0
"24
29
42
44
63
10
POWER PLAY X04",5,1,"$140,000,000",0*,$0
"18
42
53
62
66
25
POWER PLAY X03",5,1,"$130,000,000",0*,$0
"08
27
44
51
61
14
POWER PLAY X03",5,1,"$120,000,000",0*,$0
"15
35
42
63
68
18
POWER PLAY X04",5,1,"$110,000,000",0*,$0
"15
26
37
53
55
21
POWER PLAY X02",5,1,"$100,000,000",0*,$0
"28
35
38
61
66
23
POWER PLAY X03",5,1,"$90,000,000",0*,$0
"07
15
39
40
57
12
POWER PLAY X02",5,1,"$80,000,000",0*,$0
"14
22
26
55
63
26
POWER PLAY X03",5,1,"$70,000,000",0*,$0
"23
26
27
28
66
11
POWER PLAY X02",5,1,"$60,000,000",0*,$0
"14
17
35
38
60
25
POWER PLAY X02",5,1,"$50,000,000",0*,$0
"15
28
46
62
64
17
POWER PLAY X03",5,1,"$40,000,000",0*,$0
"03
23
32
37
58
22
POWER PLAY X02",5,1,"$150,000,000",1*,"$150,000,000"
"19
22
52
56
67
21
POWER PLAY X02",5,1,"$140,000,000",0*,$0
"03
20
48
54
59
04
POWER PLAY X04",5,1,"$130,000,000",0*,$0
"05
12
50
61
69
23
POWER PLAY X02",5,1,"$120,000,000",0*,$0
"14
27
29
59
65
12
POWER PLAY X02",5,1,"$110,000,000",0*,$0
"01
05
25
63
67
03
POWER PLAY X02",5,1,"$100,000,000",0*,$0
"12
29
34
53
65
23
POWER PLAY X02",5,1,"$90,000,000",0*,$0
"05
18
33
43
65
02
POWER PLAY X02",5,1,"$80,000,000",0*,$0
"06
14
36
51
54
04
POWER PLAY X02",5,1,"$70,000,000",0*,$0
"04
08
10
43
53
07
POWER PLAY X02",5,1,"$60,000,000",0*,$0
"15
23
34
51
55
04
POWER PLAY X02",5,1,"$50,000,000",0*,$0
"37
43
44
45
53
25
POWER PLAY X03",5,1,"$40,000,000",0*,$0
"01
09
22
36
68
22
POWER PLAY X02",5,1,"$80,000,000",1*,"$80,000,000"
"14
19
39
47
51
15
POWER PLAY X03",5,1,"$70,000,000",0*,$0
"11
27
31
36
67
11
POWER PLAY X02",5,1,"$60,000,000",0*,$0
"06
17
24
53
57
03
POWER PLAY X03",5,1,"$50,000,000",0*,$0
"11
20
41
42
56
06
POWER PLAY X02",5,1,"$40,000,000",0*,$0
"04
08
30
52
59
02
POWER PLAY X10",5,1,"$80,000,000",1*,"$80,000,000"
"14
41
50
56
57
18
POWER PLAY X05",5,1,"$70,000,000",0*,$0
"09
32
37
41
56
14
POWER PLAY X10",5,1,"$60,000,000",0*,$0
"05
12
20
21
47
01
POWER PLAY X02",5,1,"$50,000,000",0*,$0
"12
21
22
29
32
21
POWER PLAY X02",5,1,"$40,000,000",0*,$0
"18
21
24
30
60
20
POWER PLAY X03",5,1,"$148,000,000",1*,"$148,000,000"
"10
13
30
51
69
10
POWER PLAY X02",5,1,"$138,000,000",0*,$0
"35
41
44
58
59
03
POWER PLAY X03",5,1,"$128,000,000",0*,$0
"08
32
47
53
59
03
POWER PLAY X03",5,1,"$112,000,000",0*,$0
"03
06
45
66
68
13
POWER PLAY X02",5,1,"$102,000,000",0*,$0
"14
37
47
55
67
06
POWER PLAY X02",5,1,"$88,000,000",0*,$0
"01
19
31
48
61
06
POWER PLAY X02",5,1,"$75,000,000",0*,$0
"22
29
35
53
56
13
POWER PLAY X02",5,1,"$63,000,000",0*,$0
"05
26
36
64
69
19
POWER PLAY X03",5,1,"$53,000,000",0*,$0
"19
43
47
60
68
10
POWER PLAY X02",5,1,"$40,000,000",0*,$0
"13
23
32
35
68
21
POWER PLAY X03",5,1,"$194,000,000",1*,"$194,000,000"
"07
09
26
44
68
03
POWER PLAY X03",5,1,"$180,000,000",0*,$0
"04
08
23
46
65
01
POWER PLAY X02",5,1,"$165,000,000",0*,$0
"40
43
45
50
61
25
POWER PLAY X03",5,1,"$150,000,000",0*,$0
"13
17
24
59
62
08
POWER PLAY X02",5,1,"$137,000,000",0*,$0
"01
05
16
22
54
24
POWER PLAY X03",5,1,"$122,000,000",0*,$0
"03
06
11
14
66
21
POWER PLAY X02",5,1,"$108,000,000",0*,$0
"04
18
21
26
38
01
POWER PLAY X03",5,1,"$92,000,000",0*,$0
"08
11
14
16
49
14
POWER PLAY X03",5,1,"$79,000,000",0*,$0
"05
35
38
42
57
13
POWER PLAY X02",5,1,"$66,000,000",0*,$0
"09
13
42
48
60
18
POWER PLAY X02",5,1,"$53,000,000",0*,$0
"17
23
28
34
38
08
POWER PLAY X03",5,1,"$40,000,000",0*,$0
"06
15
34
45
52
08
POWER PLAY X02",5,1,"$350,000,000",1*,"$350,000,000"
"03
32
34
42
61
07
POWER PLAY X02",5,1,"$325,000,000",0*,$0
"01
02
39
43
66
02
POWER PLAY X03",5,1,"$308,000,000",0*,$0
"07
10
20
44
57
03
POWER PLAY X02",5,1,"$288,000,000",0*,$0
"02
10
25
66
67
26
POWER PLAY X04",5,1,"$270,000,000",0*,$0
"07
17
33
61
68
04
POWER PLAY X02",5,1,"$250,000,000",0*,$0
"06
08
09
37
40
26
POWER PLAY X02",5,1,"$235,000,000",0*,$0
"01
45
53
64
66
03
POWER PLAY X03",5,1,"$215,000,000",0*,$0
"06
16
23
30
61
02
POWER PLAY X02",5,1,"$199,000,000",0*,$0
"05
23
28
56
66
17
POWER PLAY X05",5,1,"$181,000,000",0*,$0
"02
29
41
45
62
06
POWER PLAY X03",5,1,"$166,000,000",0*,$0
"06
32
35
36
65
04
POWER PLAY X05",5,1,"$150,000,000",0*,$0
"03
27
30
63
65
01
POWER PLAY X03",5,1,"$136,000,000",0*,$0
"01
15
17
46
66
15
POWER PLAY X03",5,1,"$118,000,000",0*,$0
"04
17
26
32
49
10
POWER PLAY X02",5,1,"$101,000,000",0*,$0
"12
21
23
39
67
06
POWER PLAY X04",5,1,"$84,000,000",0*,$0
"15
33
43
59
60
08
POWER PLAY X03",5,1,"$68,000,000",0*,$0
"16
19
25
32
49
18
POWER PLAY X02",5,1,"$54,000,000",0*,$0
"21
52
54
64
68
04
POWER PLAY X03",5,1,"$40,000,000",0*,$0
"16
20
37
44
62
12
POWER PLAY X03",5,1,"$768,400,000",1*,"$768,400,000"
"24
25
52
60
66
05
POWER PLAY X03",5,1,"$625,000,000",0*,$0
"10
14
50
53
63
21
POWER PLAY X02",5,1,"$550,000,000",0*,$0
"30
34
39
53
67
11
POWER PLAY X02",5,1,"$495,000,000",0*,$0
"18
36
45
47
69
14
POWER PLAY X03",5,1,"$448,000,000",0*,$0
"05
06
45
55
59
14
POWER PLAY X03",5,1,"$414,000,000",0*,$0
"06
10
21
35
46
23
POWER PLAY X02",5,1,"$381,000,000",0*,$0
"01
19
25
27
68
21
POWER PLAY X02",5,1,"$348,000,000",0*,$0
"21
31
42
49
59
23
POWER PLAY X05",5,1,"$322,000,000",0*,$0
"04
06
14
20
32
13
POWER PLAY X02",5,1,"$304,000,000",0*,$0
"27
49
50
51
52
02
POWER PLAY X02",5,1,"$282,000,000",0*,$0
"29
30
41
48
64
01
POWER PLAY X04",5,1,"$260,000,000",0*,$0
"02
08
14
24
69
26
POWER PLAY X02",5,1,"$242,000,000",0*,$0
"01
02
03
07
39
25
POWER PLAY X03",5,1,"$224,000,000",0*,$0
"05
13
28
38
63
21
POWER PLAY X05",5,1,"$204,000,000",0*,$0
"10
17
18
43
65
13
POWER PLAY X05",5,1,"$191,000,000",0*,$0
"02
12
16
29
54
06
POWER PLAY X02",5,1,"$174,000,000",0*,$0
"08
12
20
21
32
10
POWER PLAY X04",5,1,"$161,000,000",0*,$0
"23
25
47
48
50
24
POWER PLAY X03",5,1,"$144,000,000",0*,$0
"05
08
41
65
66
20
POWER PLAY X03",5,1,"$129,000,000",0*,$0
"14
29
31
56
61
01
POWER PLAY X02",5,1,"$112,000,000",0*,$0
"07
36
48
57
58
24
POWER PLAY X02",5,1,"$96,000,000",0*,$0
"06
19
37
49
59
22
POWER PLAY X03",5,1,"$82,000,000",0*,$0
"03
07
15
27
69
19
POWER PLAY X02",5,1,"$69,000,000",0*,$0
"08
12
42
46
56
12
POWER PLAY X02",5,1,"$53,000,000",0*,$0
"03
43
45
61
65
14
POWER PLAY X02",5,1,"$363,000,000",0*,$0
"10
24
27
35
53
18
POWER PLAY X02",5,1,"$341,000,000",0*,$0
"06
13
38
39
53
06
POWER PLAY X03",5,1,"$321,000,000",0*,$0
"27
32
34
43
52
13
POWER PLAY X02",5,1,"$304,000,000",0*,$0
"04
23
37
61
67
07
POWER PLAY X02",5,1,"$287,000,000",0*,$0
"17
54
56
63
69
20
POWER PLAY X02",5,1,"$277,000,000",0*,$0
"11
14
31
47
48
04
POWER PLAY X03",5,1,"$262,000,000",0*,$0
"03
04
06
48
53
10
POWER PLAY X02",5,1,"$243,000,000",0*,$0
"28
31
40
41
46
04
POWER PLAY X03",5,1,"$231,000,000",0*,$0
"08
12
18
44
51
18
POWER PLAY X02",5,1,"$216,000,000",0*,$0
"02
57
58
60
65
26
POWER PLAY X02",5,1,"$202,000,000",0*,$0
"51
54
57
60
69
11
POWER PLAY X02",5,1,"$192,000,000",0*,$0
"04
05
17
43
52
05
POWER PLAY X02",5,1,"$179,000,000",0*,$0
"07
15
18
32
45
20
POWER PLAY X02",5,1,"$168,000,000",0*,$0
"13
15
17
45
63
13
POWER PLAY X02",5,1,"$158,000,000",0*,$0
"14
16
37
48
58
18
POWER PLAY X02",5,1,"$149,000,000",0*,$0
"23
32
33
45
49
14
POWER PLAY X02",5,1,"$137,000,000",0*,$0
"02
06
40
42
55
24
POWER PLAY X03",5,1,"$127,000,000",0*,$0
"11
28
37
40
53
13
POWER PLAY X02",5,1,"$116,000,000",0*,$0
"18
20
27
45
65
06
POWER PLAY X02",5,1,"$102,000,000",0*,$0
