Date,Number1,Number2,Number3,Number4,Number5
"04
07
32
55
64
25
POWER PLAY X02",5,1,"$159,000,000",0*,$0
"10
31
48
50
68
07",5,1,"$10,000,000",0*,$0
"18
27
49
65
69
09
POWER PLAY X02",5,1,"$148,000,000",0*,$0
"04
09
15
33
46
21",5,1,"$10,000,000",0*,$0
"07
08
19
24
28
01
POWER PLAY X02",5,1,"$134,000,000",0*,$0
"07
15
21
41
56
16",5,1,"$10,000,000",0*,$0
"13
36
43
61
69
18
POWER PLAY X03",5,1,"$124,000,000",0*,$0
"25
27
51
52
58
01",5,1,"$10,000,000",0*,$0
"02
18
56
60
65
14
POWER PLAY X03",5,1,"$115,000,000",0*,$0
"16
18
43
49
51
06",5,1,"$10,000,000",0*,$0
"06
24
35
37
44
22
POWER PLAY X04",5,1,"$100,000,000",0*,$0
"14
30
38
52
62
24",5,1,"$10,000,000",0*,$0
"12
27
34
55
67
09
POWER PLAY X02",5,1,"$90,000,000",0*,$0
"42
50
59
61
64
21",5,1,"$10,000,000",0*,$0
"05
09
11
16
66
07
POWER PLAY X02",5,1,"$80,000,000",0*,$0
"14
19
36
39
65
25",5,1,"$10,000,000",0*,$0
"23
28
41
50
55
24
POWER PLAY X02",5,1,"$66,000,000",0*,$0
"15
16
36
53
61
14",5,1,"$10,000,000",0*,$0
"20
24
47
50
63
05
POWER PLAY X02",5,1,"$56,000,000",0*,$0
"16
37
53
56
63
22",5,1,"$10,000,000",0*,$0
"19
24
35
43
62
02
POWER PLAY X10",5,1,"$48,000,000",0*,$0
"10
29
37
43
65
19",5,1,"$10,000,000",0*,$0
"29
44
59
61
68
19
POWER PLAY X02",5,1,"$35,000,000",0*,$0
"11
24
30
53
69
07",5,1,"$10,000,000",0*,$0
"32
45
51
57
58
12
POWER PLAY X02",5,1,"$26,000,000",0*,$0
"11
42
46
48
57
09",5,1,"$10,000,000",0*,$0
"08
15
46
56
68
03
POWER PLAY X02",5,1,"$20,000,000",0*,$0
"09
19
30
40
48
16",5,1,"$10,000,000",0*,$0
"09
21
56
57
66
11
POWER PLAY X02",5,1,"$206,900,000",1*,"$206,900,000"
"24
28
29
31
48
12",5,1,"$10,000,000",0*,$0
"15
21
31
36
65
16
POWER PLAY X03",5,1,"$187,000,000",0*,$0
"11
26
27
55
57
02",5,1,"$10,000,000",0*,$0
"04
17
57
58
68
12
POWER PLAY X03",5,1,"$170,000,000",0*,$0
"16
19
23
32
40
15",5,1,"$10,000,000",0*,$0
"01
25
44
55
57
26
POWER PLAY X02",5,1,"$145,000,000",0*,$0
"02
10
11
63
68
01",5,1,"$10,000,000",0*,$0
"25
37
38
39
65
05
POWER PLAY X02",5,1,"$130,000,000",0*,$0
"34
41
43
66
68
08",5,1,"$10,000,000",0*,$0
"39
41
54
59
62
12
POWER PLAY X03",5,1,"$119,000,000",0*,$0
"20
29
34
50
63
20",5,1,"$10,000,000",0*,$0
"10
20
23
49
65
22
POWER PLAY X03",5,1,"$101,000,000",0*,$0
"04
14
26
30
52
18",5,1,"$10,000,000",0*,$0
"14
34
36
50
58
05
POWER PLAY X03",5,1,"$89,000,000",0*,$0
"09
29
39
43
56
19",5,1,"$10,000,000",0*,$0
"03
18
23
32
57
21
POWER PLAY X02",5,1,"$82,000,000",0*,$0
"02
19
32
36
56
05",5,1,"$10,000,000",0*,$0
"22
23
36
47
63
02
POWER PLAY X02",5,1,"$66,000,000",0*,$0
"14
17
21
32
37
08",5,1,"$10,000,000",0*,$0
"04
26
34
37
52
09
POWER PLAY X02",5,1,"$56,000,000",0*,$0
"16
25
38
62
67
05",5,1,"$10,000,000",0*,$0
"14
22
42
46
52
24
POWER PLAY X03",5,1,"$48,000,000",0*,$0
"14
23
24
57
65
18",5,1,"$10,000,000",0*,$0
"32
36
49
62
69
13
POWER PLAY X02",5,1,"$35,000,000",0*,$0
"02
05
20
26
31
13",5,1,"$10,000,000",1*,"$10,000,000"
"15
16
24
31
56
04
POWER PLAY X02",5,1,"$26,000,000",0*,$0
"09
41
55
57
60
05",5,1,"$10,000,000",0*,$0
"09
10
37
59
62
26
POWER PLAY X03",5,1,"$20,000,000",0*,$0
"04
07
22
57
59
24",5,1,"$10,000,000",0*,$0
"08
40
49
58
63
14
POWER PLAY X03",5,1,"$366,700,000",1*,"$366,700,000"
"11
26
28
34
60
05",5,1,"$10,000,000",0*,$0
"11
13
18
30
37
16
POWER PLAY X03",5,1,"$346,000,000",0*,$0
"34
47
53
57
68
02",5,1,"$10,000,000",0*,$0
"06
12
20
27
32
04
POWER PLAY X03",5,1,"$335,000,000",0*,$0
"16
46
58
63
69
18",5,1,"$10,000,000",0*,$0
"06
10
31
48
56
12
POWER PLAY X03",5,1,"$312,000,000",0*,$0
"07
31
39
51
53
21",5,1,"$10,000,000",0*,$0
"03
44
61
63
69
13
POWER PLAY X02",5,1,"$296,000,000",0*,$0
"04
26
27
43
56
18",5,1,"$10,000,000",0*,$0
"10
19
40
45
58
25
POWER PLAY X02",5,1,"$279,000,000",0*,$0
"07
18
23
30
53
03",5,1,"$10,000,000",0*,$0
"19
28
41
42
51
07
POWER PLAY X02",5,1,"$258,000,000",0*,$0
"03
44
47
48
67
11",5,1,"$10,000,000",0*,$0
"02
27
42
44
51
25
POWER PLAY X02",5,1,"$243,000,000",0*,$0
"08
20
35
48
67
15",5,1,"$10,000,000",0*,$0
"18
20
26
53
69
05
POWER PLAY X02",5,1,"$229,000,000",0*,$0
"01
32
46
56
65
23",5,1,"$10,000,000",0*,$0
"22
39
43
62
64
07
POWER PLAY X04",5,1,"$210,000,000",0*,$0
"23
49
51
58
65
12",5,1,"$10,000,000",0*,$0
"02
10
35
44
46
04
POWER PLAY X02",5,1,"$198,000,000",0*,$0
"01
10
36
53
61
21",5,1,"$10,000,000",0*,$0
"14
16
36
52
60
16
POWER PLAY X03",5,1,"$184,000,000",0*,$0
"11
39
41
55
61
10",5,1,"$10,000,000",0*,$0
"11
41
56
57
63
02
POWER PLAY X02",5,1,"$168,000,000",0*,$0
"09
20
22
39
47
10",5,1,"$10,000,000",0*,$0
"27
28
51
68
69
22
POWER PLAY X02",5,1,"$157,000,000",0*,$0
"11
13
22
44
51
15",5,1,"$10,000,000",0*,$0
"02
39
50
61
66
15
POWER PLAY X02",5,1,"$150,000,000",0*,$0
"11
34
52
61
69
24",5,1,"$10,000,000",0*,$0
"19
28
39
42
57
17
POWER PLAY X03",5,1,"$135,000,000",0*,$0
"03
16
20
33
45
11",5,1,"$10,000,000",0*,$0
"01
33
37
39
42
26
POWER PLAY X02",5,1,"$125,000,000",0*,$0
"33
45
60
62
65
02",5,1,"$10,000,000",0*,$0
"14
15
25
52
58
11
POWER PLAY X02",5,1,"$117,000,000",0*,$0
"16
20
35
54
69
15",5,1,"$10,000,000",0*,$0
"40
41
58
64
65
17
POWER PLAY X03",5,1,"$101,000,000",0*,$0
"09
27
41
59
64
21",5,1,"$10,000,000",0*,$0
"07
15
22
36
64
13
POWER PLAY X02",5,1,"$90,000,000",0*,$0
"07
12
34
35
67
26",5,1,"$10,000,000",0*,$0
"06
40
41
45
52
09
POWER PLAY X03",5,1,"$83,000,000",0*,$0
"23
36
41
42
65
14",5,1,"$10,000,000",0*,$0
"05
07
61
63
69
18
POWER PLAY X02",5,1,"$68,000,000",0*,$0
"02
24
34
42
54
11",5,1,"$10,000,000",0*,$0
"18
30
35
52
56
05
POWER PLAY X02",5,1,"$59,000,000",0*,$0
"03
42
45
57
67
02",5,1,"$10,000,000",0*,$0
"04
05
06
28
67
10
POWER PLAY X02",5,1,"$51,000,000",0*,$0
"14
22
38
56
60
17",5,1,"$10,000,000",0*,$0
"37
39
55
63
69
23
POWER PLAY X02",5,1,"$37,000,000",0*,$0
"06
31
39
44
46
26",5,1,"$10,000,000",0*,$0
"18
27
33
39
44
08
POWER PLAY X05",5,1,"$27,000,000",0*,$0
"06
23
29
37
65
12",5,1,"$10,000,000",0*,$0
"14
21
37
44
63
01
POWER PLAY X03",5,1,"$20,000,000",0*,$0
"11
30
48
56
69
20",5,1,"$10,000,000",0*,$0
"11
36
61
62
68
04
POWER PLAY X02",5,1,"$473,100,000",1*,"$473,100,000"
"01
12
35
38
50
10",5,1,"$10,000,000",0*,$0
"12
18
20
39
61
10
POWER PLAY X02",5,1,"$421,000,000",0*,$0
"14
23
29
38
43
20",5,1,"$10,000,000",0*,$0
"10
39
47
49
56
08
POWER PLAY X03",5,1,"$400,000,000",0*,$0
"02
30
39
54
63
17",5,1,"$10,000,000",0*,$0
"20
30
45
55
56
14
POWER PLAY X02",5,1,"$370,000,000",0*,$0
"04
15
16
21
52
20",5,1,"$10,000,000",0*,$0
"08
33
55
59
62
18
POWER PLAY X02",5,1,"$348,000,000",0*,$0
"12
17
29
65
66
07",5,1,"$10,000,000",0*,$0
"15
21
32
62
65
26
POWER PLAY X05",5,1,"$325,000,000",0*,$0
"33
40
47
55
64
05",5,1,"$10,000,000",0*,$0
"14
16
41
63
68
26
POWER PLAY X02",5,1,"$302,000,000",0*,$0
"17
51
54
55
58
19",5,1,"$10,000,000",0*,$0
"05
07
24
31
34
04
POWER PLAY X02",5,1,"$288,000,000",0*,$0
"18
20
24
29
47
12",5,1,"$10,000,000",0*,$0
"06
16
31
62
66
18
POWER PLAY X02",5,1,"$268,000,000",0*,$0
"03
05
35
48
67
05",5,1,"$10,000,000",0*,$0
"06
42
45
47
64
18
POWER PLAY X03",5,1,"$246,000,000",0*,$0
"04
29
56
57
58
02",5,1,"$10,000,000",0*,$0
"02
32
39
46
69
06
POWER PLAY X02",5,1,"$231,000,000",0*,$0
"06
49
55
58
59
15",5,1,"$10,000,000",0*,$0
"06
28
47
58
59
18
POWER PLAY X02",5,1,"$222,000,000",0*,$0
"06
07
41
57
61
14",5,1,"$10,000,000",0*,$0
"03
07
21
31
37
11
POWER PLAY X03",5,1,"$206,000,000",0*,$0
"01
24
44
48
52
22",5,1,"$10,000,000",0*,$0
"11
18
39
58
62
03
POWER PLAY X02",5,1,"$195,000,000",0*,$0
"23
32
36
51
59
09",5,1,"$10,000,000",0*,$0
"02
10
50
59
61
06
POWER PLAY X03",5,1,"$181,000,000",0*,$0
"18
39
40
55
60
25",5,1,"$10,000,000",0*,$0
"31
32
37
38
48
24
POWER PLAY X02",5,1,"$167,000,000",0*,$0
"15
18
24
26
62
01",5,1,"$10,000,000",0*,$0
"01
15
26
63
65
16
POWER PLAY X02",5,1,"$156,000,000",0*,$0
"14
17
25
51
57
24",5,1,"$10,000,000",0*,$0
"08
09
18
48
52
06
POWER PLAY X02",5,1,"$147,000,000",0*,$0
"27
31
53
57
68
03",5,1,"$10,000,000",0*,$0
"03
28
34
35
58
17
POWER PLAY X02",5,1,"$133,000,000",0*,$0
"15
22
48
50
67
16",5,1,"$10,000,000",0*,$0
"21
28
32
44
49
06
POWER PLAY X03",5,1,"$124,000,000",0*,$0
"07
08
11
19
40
06",5,1,"$10,000,000",0*,$0
"19
20
37
39
61
08
POWER PLAY X02",5,1,"$112,000,000",0*,$0
"04
16
40
49
50
15",5,1,"$10,000,000",0*,$0
"13
22
34
51
67
10
POWER PLAY X02",5,1,"$99,000,000",0*,$0
"08
09
43
45
63
04",5,1,"$10,000,000",0*,$0
"10
43
55
59
67
02
POWER PLAY X03",5,1,"$90,000,000",0*,$0
"17
24
26
41
43
26",5,1,"$10,000,000",0*,$0
"08
23
37
52
63
13
POWER PLAY X02",5,1,"$85,000,000",0*,$0
"02
25
32
33
50
12",5,1,"$10,000,000",0*,$0
"19
37
48
61
63
12
POWER PLAY X02",5,1,"$73,000,000",0*,$0
"01
07
10
32
56
13",5,1,"$10,000,000",0*,$0
"07
21
39
47
55
19
POWER PLAY X02",5,1,"$65,000,000",0*,$0
"11
16
28
44
51
16",5,1,"$10,000,000",0*,$0
"15
32
36
48
64
19
POWER PLAY X03",5,1,"$58,000,000",0*,$0
"22
25
58
62
64
18",5,1,"$10,000,000",0*,$0
"06
17
21
35
64
18
POWER PLAY X02",5,1,"$45,000,000",0*,$0
"07
11
19
34
59
14",5,1,"$10,000,000",0*,$0
"02
36
37
45
69
03
POWER PLAY X02",5,1,"$37,000,000",0*,$0
"22
23
29
39
43
18",5,1,"$10,000,000",0*,$0
"03
10
15
33
42
11
POWER PLAY X02",5,1,"$31,000,000",0*,$0
"21
22
30
41
67
03",5,1,"$10,000,000",0*,$0
"22
30
40
42
48
16
POWER PLAY X02",5,1,"$20,000,000",0*,$0
"18
25
28
30
38
10",5,1,"$10,000,000",0*,$0
"16
25
27
49
55
17
POWER PLAY X03",5,1,"$185,300,000",1*,"$185,300,000"
"01
05
35
37
49
11",5,1,"$10,000,000",0*,$0
"08
10
21
41
62
07
POWER PLAY X03",5,1,"$172,000,000",0*,$0
"04
06
15
53
61
23",5,1,"$10,000,000",0*,$0
"02
17
33
51
63
26
POWER PLAY X02",5,1,"$158,000,000",0*,$0
"21
36
42
47
68
03",5,1,"$10,000,000",0*,$0
"05
15
38
47
65
10
POWER PLAY X03",5,1,"$147,000,000",0*,$0
"09
20
27
47
55
14",5,1,"$10,000,000",0*,$0
"05
16
27
39
61
24
POWER PLAY X02",5,1,"$137,000,000",0*,$0
"13
17
24
44
52
17",5,1,"$10,000,000",0*,$0
"18
29
33
62
63
15
POWER PLAY X03",5,1,"$123,000,000",0*,$0
"12
39
55
66
67
16",5,1,"$10,000,000",0*,$0
"10
15
51
61
69
14
POWER PLAY X03",5,1,"$113,000,000",0*,$0
"28
31
33
38
61
05",5,1,"$10,000,000",0*,$0
"02
15
38
54
65
11
POWER PLAY X04",5,1,"$104,000,000",0*,$0
"18
35
39
53
69
05",5,1,"$10,000,000",0*,$0
"04
11
38
49
69
16
POWER PLAY X03",5,1,"$91,000,000",0*,$0
"10
27
40
43
45
25",5,1,"$10,000,000",0*,$0
"11
29
30
47
53
16
POWER PLAY X03",5,1,"$82,000,000",0*,$0
"01
20
22
23
33
18",5,1,"$10,000,000",0*,$0
"08
14
33
36
67
17
POWER PLAY X02",5,1,"$76,000,000",0*,$0
"02
10
30
45
47
21",5,1,"$10,000,000",0*,$0
"11
15
43
55
61
10
POWER PLAY X03",5,1,"$62,000,000",0*,$0
"24
25
35
59
63
11",5,1,"$10,000,000",0*,$0
"09
24
35
46
65
22
POWER PLAY X02",5,1,"$53,000,000",0*,$0
"07
19
33
38
64
22",5,1,"$10,000,000",0*,$0
"03
18
37
51
59
13
POWER PLAY X02",5,1,"$48,000,000",0*,$0
"07
16
24
53
62
24",5,1,"$10,000,000",0*,$0
"12
21
22
30
33
24
POWER PLAY X04",5,1,"$38,000,000",0*,$0
"14
25
50
53
66
02",5,1,"$10,000,000",0*,$0
"14
17
18
21
27
09
POWER PLAY X02",5,1,"$27,000,000",0*,$0
"11
28
47
59
68
23",5,1,"$10,000,000",0*,$0
"20
21
36
60
65
13
POWER PLAY X10",5,1,"$20,000,000",0*,$0
"31
48
50
54
66
20",5,1,"$10,000,000",0*,$0
"06
14
25
33
46
17
POWER PLAY X02",5,1,"$632,600,000",2*,"$632,600,000"
"23
41
56
62
65
04",5,1,"$10,000,000",0*,$0
"02
13
32
33
48
22
POWER PLAY X02",5,1,"$540,000,000",0*,$0
"04
19
26
64
65
16",5,1,"$10,000,000",0*,$0
"06
12
39
48
50
07
POWER PLAY X02",5,1,"$500,000,000",0*,$0
"04
06
07
10
30
09",5,1,"$10,000,000",1*,"$10,000,000"
"10
11
26
27
34
07
POWER PLAY X04",5,1,"$760,000,000",0*,$0
"01
04
05
06
42
08",5,1,"$10,000,000",0*,$0
"04
11
38
51
68
05
POWER PLAY X03",5,1,"$700,000,000",0*,$0
"14
29
39
66
67
02",5,1,"$10,000,000",0*,$0
"05
12
20
24
29
04
POWER PLAY X02",5,1,"$638,000,000",0*,$0
"02
03
19
31
42
09",5,1,"$10,000,000",0*,$0
"09
14
17
18
53
06
POWER PLAY X03",5,1,"$620,000,000",0*,$0
"20
37
39
40
43
01",5,1,"$10,000,000",0*,$0
"27
35
41
56
60
16
POWER PLAY X02",5,1,"$572,000,000",0*,$0
"22
25
28
30
53
03",5,1,"$10,000,000",0*,$0
"05
08
19
34
39
26
POWER PLAY X03",5,1,"$543,000,000",0*,$0
"02
08
11
25
51
09",5,1,"$10,000,000",0*,$0
"03
09
10
20
62
25
POWER PLAY X03",5,1,"$535,000,000",0*,$0
"09
39
41
46
65
03",5,1,"$10,000,000",0*,$0
"03
08
41
56
64
18
POWER PLAY X02",5,1,"$500,000,000",0*,$0
"32
53
57
60
63
14",5,1,"$10,000,000",0*,$0
"01
24
27
31
62
20
POWER PLAY X03",5,1,"$477,000,000",0*,$0
"10
12
27
40
65
04",5,1,"$10,000,000",0*,$0
"05
25
26
40
60
01
POWER PLAY X02",5,1,"$468,000,000",0*,$0
"08
14
23
29
37
18",5,1,"$10,000,000",0*,$0
"02
12
37
56
65
21
POWER PLAY X03",5,1,"$435,000,000",0*,$0
"03
23
27
67
68
09",5,1,"$10,000,000",0*,$0
"18
19
27
28
45
09
POWER PLAY X03",5,1,"$412,000,000",0*,$0
"21
51
52
59
63
07",5,1,"$10,000,000",0*,$0
"28
35
41
47
60
03
POWER PLAY X02",5,1,"$400,000,000",0*,$0
"06
32
37
42
67
25",5,1,"$10,000,000",0*,$0
"06
47
50
61
68
04
POWER PLAY X02",5,1,"$374,000,000",0*,$0
"09
13
16
30
36
23",5,1,"$10,000,000",0*,$0
"02
21
38
61
66
12
POWER PLAY X02",5,1,"$352,000,000",0*,$0
"09
29
51
53
61
20",5,1,"$10,000,000",0*,$0
"27
33
63
66
68
09
POWER PLAY X02",5,1,"$340,000,000",0*,$0
"01
27
30
49
62
20",5,1,"$10,000,000",0*,$0
"20
24
33
39
42
21
POWER PLAY X02",5,1,"$313,000,000",0*,$0
"20
21
30
55
56
14",5,1,"$10,000,000",0*,$0
"19
26
30
39
63
13
POWER PLAY X02",5,1,"$295,000,000",0*,$0
"15
21
39
45
52
12",5,1,"$10,000,000",0*,$0
"34
50
51
61
67
20
POWER PLAY X02",5,1,"$280,000,000",0*,$0
"27
32
40
45
47
08",5,1,"$10,000,000",0*,$0
"03
04
51
53
60
06
POWER PLAY X03",5,1,"$255,000,000",0*,$0
"14
15
30
58
59
17",5,1,"$10,000,000",0*,$0
"24
33
35
37
42
21
POWER PLAY X02",5,1,"$235,000,000",0*,$0
"13
14
20
67
69
14",5,1,"$10,000,000",0*,$0
"01
12
14
24
57
07
POWER PLAY X04",5,1,"$220,000,000",0*,$0
"05
17
19
41
49
05",5,1,"$10,000,000",0*,$0
"14
21
33
39
62
20
POWER PLAY X02",5,1,"$196,000,000",0*,$0
"05
20
22
27
63
18",5,1,"$10,000,000",0*,$0
"12
25
40
59
61
26
POWER PLAY X02",5,1,"$179,000,000",0*,$0
"22
23
25
41
56
24",5,1,"$10,000,000",0*,$0
"01
28
30
34
52
06
POWER PLAY X02",5,1,"$173,000,000",0*,$0
"05
15
22
47
66
26",5,1,"$10,000,000",0*,$0
"22
26
39
47
63
12
POWER PLAY X03",5,1,"$152,000,000",0*,$0
"09
26
49
58
61
21",5,1,"$10,000,000",0*,$0
"19
22
34
66
69
05
POWER PLAY X03",5,1,"$137,000,000",0*,$0
"01
04
08
11
66
10",5,1,"$10,000,000",0*,$0
"14
24
50
59
64
02
POWER PLAY X02",5,1,"$125,000,000",0*,$0
"34
48
50
52
66
11",5,1,"$10,000,000",0*,$0
"25
27
41
53
68
02
POWER PLAY X02",5,1,"$100,000,000",0*,$0
"18
19
38
54
55
17",5,1,"$10,000,000",0*,$0
"18
21
25
46
64
21
POWER PLAY X05",5,1,"$85,000,000",0*,$0
"25
44
45
50
58
13",5,1,"$10,000,000",0*,$0
"06
15
24
67
68
11
POWER PLAY X02",5,1,"$70,000,000",0*,$0
"07
18
27
33
61
05",5,1,"$10,000,000",0*,$0
"01
04
13
35
58
24
POWER PLAY X02",5,1,"$49,000,000",0*,$0
"26
59
62
64
65
15",5,1,"$10,000,000",0*,$0
"02
27
31
44
64
18
POWER PLAY X03",5,1,"$34,000,000",0*,$0
"01
02
15
17
34
01",5,1,"$10,000,000",0*,$0
"14
16
42
48
64
14
POWER PLAY X02",5,1,"$20,000,000",0*,$0
"13
21
33
46
50
23",5,1,"$10,000,000",0*,$0
"22
24
40
52
64
10
POWER PLAY X02",5,1,"$1,764,900,000",1*,"$1,764,900,000"
"03
40
51
59
66
02",5,1,"$10,000,000",0*,$0
"16
34
46
55
67
14
POWER PLAY X03",5,1,"$1,550,000,000",0*,$0
"01
20
33
49
59
10",5,1,"$10,000,000",0*,$0
"47
54
57
60
65
19
POWER PLAY X03",5,1,"$1,400,000,000",0*,$0
"13
31
51
55
66
23",5,1,"$10,000,000",0*,$0
"09
35
54
63
64
01
POWER PLAY X02",5,1,"$1,200,000,000",0*,$0
"12
30
39
64
67
22",5,1,"$10,000,000",0*,$0
"12
26
27
43
47
05
POWER PLAY X02",5,1,"$1,040,000,000",0*,$0
"11
26
35
40
43
24",5,1,"$10,000,000",0*,$0
"19
30
37
44
46
22
POWER PLAY X02",5,1,"$960,000,000",0*,$0
"02
22
46
56
67
25",5,1,"$10,000,000",0*,$0
"01
07
46
47
63
07
POWER PLAY X03",5,1,"$850,000,000",0*,$0
"10
25
51
52
63
01",5,1,"$10,000,000",0*,$0
"10
12
22
36
50
04
POWER PLAY X02",5,1,"$785,000,000",0*,$0
"05
16
18
38
40
19",5,1,"$10,000,000",0*,$0
"01
12
20
33
66
21
POWER PLAY X02",5,1,"$750,000,000",0*,$0
"14
16
26
41
57
24",5,1,"$10,000,000",0*,$0
"16
27
59
62
63
23
POWER PLAY X03",5,1,"$672,000,000",0*,$0
"06
20
29
46
68
08",5,1,"$10,000,000",0*,$0
"02
21
26
40
42
09
POWER PLAY X03",5,1,"$638,000,000",0*,$0
"03
07
41
48
67
14",5,1,"$10,000,000",0*,$0
"08
11
19
24
46
05
POWER PLAY X02",5,1,"$596,000,000",0*,$0
"10
27
30
43
47
06",5,1,"$10,000,000",0*,$0
"22
30
37
44
45
18
POWER PLAY X03",5,1,"$550,000,000",0*,$0
"03
12
28
58
62
24",5,1,"$10,000,000",0*,$0
"09
25
27
53
66
05
POWER PLAY X02",5,1,"$522,000,000",0*,$0
"18
22
25
30
35
22",5,1,"$10,000,000",0*,$0
"11
19
29
63
68
25
POWER PLAY X02",5,1,"$500,000,000",0*,$0
"33
38
42
64
65
20",5,1,"$10,000,000",0*,$0
"09
14
20
23
63
01
POWER PLAY X03",5,1,"$461,000,000",0*,$0
"01
12
30
50
55
10",5,1,"$10,000,000",0*,$0
"01
26
32
46
51
13
POWER PLAY X03",5,1,"$435,000,000",0*,$0
"01
29
45
47
51
07",5,1,"$10,000,000",0*,$0
"25
38
42
66
67
19
POWER PLAY X04",5,1,"$420,000,000",0*,$0
"03
07
14
26
52
21",5,1,"$10,000,000",0*,$0
"04
13
35
61
69
04
POWER PLAY X02",5,1,"$386,000,000",0*,$0
"02
10
45
46
59
02",5,1,"$10,000,000",0*,$0
"04
06
25
55
68
26
POWER PLAY X02",5,1,"$363,000,000",0*,$0
"23
24
48
61
64
04",5,1,"$10,000,000",0*,$0
"20
22
26
28
63
05
POWER PLAY X03",5,1,"$345,000,000",0*,$0
"01
19
54
63
64
15",5,1,"$10,000,000",0*,$0
"25
30
32
33
55
20
POWER PLAY X02",5,1,"$313,000,000",0*,$0
"18
25
38
56
61
19",5,1,"$10,000,000",0*,$0
"03
04
12
22
28
16
POWER PLAY X02",5,1,"$291,000,000",0*,$0
"01
13
19
49
66
07",5,1,"$10,000,000",0*,$0
"01
25
27
38
62
13
POWER PLAY X02",5,1,"$264,000,000",0*,$0
"19
26
39
65
68
12",5,1,"$10,000,000",0*,$0
"09
11
17
19
55
01
POWER PLAY X02",5,1,"$236,000,000",0*,$0
"15
22
44
49
63
26",5,1,"$10,000,000",0*,$0
"32
34
37
39
47
03
POWER PLAY X02",5,1,"$215,000,000",0*,$0
"02
23
42
61
68
26",5,1,"$10,000,000",0*,$0
"19
21
37
50
65
26
POWER PLAY X02",5,1,"$194,000,000",0*,$0
"10
26
27
48
52
12",5,1,"$10,000,000",0*,$0
"10
15
21
67
69
03
POWER PLAY X02",5,1,"$170,000,000",0*,$0
"01
42
51
61
63
17",5,1,"$10,000,000",0*,$0
"06
13
20
35
54
22
POWER PLAY X02",5,1,"$145,000,000",0*,$0
"26
29
37
49
63
22",5,1,"$10,000,000",0*,$0
"18
42
44
62
65
23
POWER PLAY X02",5,1,"$124,000,000",0*,$0
"14
25
37
57
67
16",5,1,"$10,000,000",0*,$0
"23
24
33
51
64
05
POWER PLAY X02",5,1,"$95,000,000",0*,$0
"05
23
30
62
63
09",5,1,"$10,000,000",0*,$0
"02
11
48
58
65
13
POWER PLAY X02",5,1,"$74,000,000",0*,$0
"15
32
33
34
35
04",5,1,"$10,000,000",0*,$0
"10
25
27
34
38
02
POWER PLAY X03",5,1,"$60,000,000",0*,$0
"10
23
27
62
65
15",5,1,"$10,000,000",0*,$0
"03
16
40
48
60
14
POWER PLAY X02",5,1,"$41,000,000",0*,$0
"31
43
51
60
69
13",5,1,"$10,000,000",0*,$0
"03
04
12
28
49
25
POWER PLAY X02",5,1,"$28,000,000",0*,$0
"03
06
32
58
68
25",5,1,"$10,000,000",0*,$0
"25
27
36
37
63
07
POWER PLAY X02",5,1,"$20,000,000",0*,$0
"31
37
39
54
65
14",5,1,"$10,000,000",0*,$0
"07
10
11
13
24
24
POWER PLAY X02",5,1,"$1,079,800,000",1*,"$1,079,800,000"
"13
15
28
43
57
25",5,1,"$10,000,000",0*,$0
"05
08
09
17
41
21
POWER PLAY X04",5,1,"$900,000,000",0*,$0
"09
37
38
62
69
23",5,1,"$10,000,000",0*,$0
"02
09
43
55
57
18
POWER PLAY X02",5,1,"$875,000,000",0*,$0
"12
21
23
37
52
19",5,1,"$10,000,000",0*,$0
"23
35
45
66
67
20
POWER PLAY X03",5,1,"$750,000,000",0*,$0
"42
49
54
62
63
21",5,1,"$10,000,000",0*,$0
"02
24
34
53
58
13
POWER PLAY X02",5,1,"$675,000,000",0*,$0
"21
30
37
41
56
14",5,1,"$10,000,000",0*,$0
"07
23
24
32
43
18
POWER PLAY X02",5,1,"$615,000,000",0*,$0
"12
23
30
42
62
21",5,1,"$10,000,000",0*,$0
"17
24
48
62
68
23
POWER PLAY X02",5,1,"$546,000,000",0*,$0
"10
19
47
50
53
26",5,1,"$10,000,000",0*,$0
"15
26
31
38
61
03
POWER PLAY X03",5,1,"$522,000,000",0*,$0
"15
37
50
55
69
09",5,1,"$10,000,000",0*,$0
"04
17
35
49
61
08
POWER PLAY X02",5,1,"$493,000,000",0*,$0
"13
24
49
54
60
17",5,1,"$10,000,000",0*,$0
"19
25
34
57
68
04
POWER PLAY X05",5,1,"$462,000,000",0*,$0
"27
33
48
64
69
23",5,1,"$10,000,000",0*,$0
"06
28
39
43
54
12
POWER PLAY X04",5,1,"$440,000,000",0*,$0
"14
20
23
31
54
19",5,1,"$10,000,000",0*,$0
"02
38
44
50
62
19
POWER PLAY X03",5,1,"$427,000,000",0*,$0
"12
17
50
53
64
20",5,1,"$10,000,000",0*,$0
"05
11
33
35
63
14
POWER PLAY X02",5,1,"$400,000,000",0*,$0
"15
18
23
45
48
10",5,1,"$10,000,000",0*,$0
"36
39
52
57
69
01
POWER PLAY X03",5,1,"$380,000,000",0*,$0
"14
15
39
57
69
07",5,1,"$10,000,000",0*,$0
"02
12
45
61
64
26
POWER PLAY X02",5,1,"$366,000,000",0*,$0
"08
12
21
33
51
14",5,1,"$10,000,000",0*,$0
"03
20
36
42
64
04
POWER PLAY X02",5,1,"$340,000,000",0*,$0
"06
10
14
16
50
01",5,1,"$10,000,000",0*,$0
